"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","OnboardInjuryCount","OnGroundInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"ANC24LA079","ACC","194970","2024-08-18T12:46:00Z","Palmer","Alaska","United States",,"N783AK","14674","false","Aviation","DirectorBrief","2025-04-08T04:00:00Z","2025-04-08T18:00:00Z","Minor","0","0","2","2",,"The pilot's failure to follow the operator’s procedure manual and attempted to land at a remote landing zone in high wind conditions. Contributing factor was the pilot’s decision to not conduct a fly over of the landing site to determine wind condition which resulted in a loss of control during landing.","Environmental issues - Conditions/weather/phenomena - Wind - Windshear - Effect on operation, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Action/decision - Info processing/decision - Understanding/comprehension - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Capability exceeded, Organizational issues - Support/oversight/monitoring - Enforcement - Company/organization policy - Unknown/Not determined",,"61.354999999999997","-148.21665999999999","ROBINSON HELICOPTER COMPANY","R44 II","HELI",,,"false","1","REC","NSCH","OWRK","135","Substantial","VMC","Alpha Aviation","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=194970","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/194970/pdf"
"ANC24LA080","ACC","194992","2024-08-15T19:20:00Z","Arctic Village","Alaska","United States",,"N82065","18-7809124","false","Aviation","DirectorBrief","2025-05-09T04:00:00Z","2025-05-09T18:00:00Z","None","0","0","0","0",,"The pilot’s failure to maintain directional control of the airplane during takeoff in gusting wind conditions.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Contributed to outcome",,"68.829999999999998","-143.55000000000001","PIPER","PA-18-150","AIR",,,"false","1","REC",,"PERS","091","Substantial","VMC",,"Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=194992","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/194992/pdf"
"ANC24LA078","ACC","194950","2024-08-15T14:30:00Z","Healy","Alaska","United States",,"N2524D","20676","false","Aviation","DirectorBrief","2025-04-08T04:00:00Z","2025-04-08T18:00:00Z","None","0","0","0","0",,"The pilot’s failure to maintain directional control during takeoff, in gusty wind conditions, resulting in a loss of control and a collision with trees.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Effect on operation",,"63.879528000000001","-148.82624999999999","CESSNA","170B","AIR",,,"false","1","REC",,"PERS","091","Substantial","VMC",,"Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=194950","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/194950/pdf"
"ANC24LA075","ACC","194913","2024-08-08T10:00:00Z","Fairbanks","Alaska","United States",,"N94260","18503296","false","Aviation","DirectorBrief","2025-04-08T04:00:00Z","2025-04-08T18:00:00Z","None","0","0","0","0",,"The pilot's failure to maintain directional control while landing at a short remote airstrip.","Personnel issues - Experience/knowledge - Knowledge - Knowledge of equipment - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",,"65.733333000000002","-148.28333000000001","CESSNA","A185F","AIR",,,"false","1","REC","NSCH","BUS","135","Substantial","VMC",,"Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=194913","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/194913/pdf"
"ANC24LA076","ACC","194923","2024-08-06T17:00:00Z","Skwentna","Alaska","United States",,"N9303Z","380","false","Aviation","DirectorBrief","2025-04-08T04:00:00Z","2025-04-08T18:00:00Z","None","0","0","0","0",,"The pilot's failure to maintain directional control during the landing roll.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",,"61.934958000000002","-150.98894999999999","DEHAVILLAND","BEAVER DHC-2","AIR","PVT","Bentalit","false","1","REC","NSCH","BUS","135","Substantial","VMC","Bush Air Alaska LLC","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=194923","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/194923/pdf"
"ANC24LA074","ACC","194845","2024-08-05T11:58:00Z","Fairbanks","Alaska","United States",,"N9FW","31-7405468","false","Aviation","DirectorBrief","2025-04-08T04:00:00Z","2025-04-08T18:00:00Z","None","0","0","0","0",,"The pilot's continuation of an unstabilized approach and his failure to monitor the aircraft's altitude and airspeed during the approach, resulting in a loss of control.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained",,"64.817822000000007","-147.84299999999999","PIPER","PA31","AIR","PAFA","Fairbanks International Airport","false","2","REC","SCHD","UNK","135","Substantial","VMC","Warbelows Air Ventures","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=194845","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/194845/pdf"
"ANC24LA072","ACC","194832","2024-08-03T12:37:00Z","Goose Bay","Alaska","United States",,"N9697P","18-7509040","false","Aviation","DirectorBrief","2025-06-05T04:00:00Z","2025-06-05T17:00:00Z","None","0","0","0","0",,"The pilot's failure to maintain directional control during the landing roll.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",,"61.395090000000003","-149.84827000000001","PIPER","PA18","AIR","Z40","GOOSE BAY","false","1","REC",,"PERS","091","Substantial","VMC",,"Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=194832","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/194832/pdf"
"ANC24LA073","ACC","194833","2024-08-02T08:24:00Z","Anchorage","Alaska","United States",,"N4444Z","1307","false","Aviation","DirectorBrief","2025-07-16T04:00:00Z","2025-07-16T17:00:00Z","None","0","0","0","0",,"A partial loss of power during takeoff climb for undetermined reasons.","Aircraft - Aircraft power plant - Power plant - (general) - Unknown/Not determined",,"61.179037999999998","-149.95929000000001","DE HAVILLAND","DHC2","AIR","PALH","Lake Hood","false","1","REC","NSCH","BUS","135","Substantial","VMC","Rust's Flying Service , Inc","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=194833","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/194833/pdf"
"ANC24LA069","ACC","194735","2024-07-20T14:21:00Z","Gustavus","Alaska","United States",,"N410B","D-1607","false","Aviation","DirectorBrief","2025-08-20T04:00:00Z","2025-08-20T17:00:00Z","Fatal","3","0","0","3",,"The pilot’s decision to continue the visual flight rules flight into instrument meteorological conditions, which resulted in controlled flight into terrain.","Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Below VFR minima - Contributed to outcome, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Obscuration - Contributed to outcome, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Low visibility - Contributed to outcome, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot",,"58.658520000000003","-137.13252","BEECH","A35","AIR",,,"false","1","REC",,"PERS","091","Destroyed","Unknown",,"Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=194735","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/194735/pdf"
"ANC24LA068","ACC","194727","2024-07-20T07:45:00Z","Pedro Bay","Alaska","United States",,"N65223","55-4602","false","Aviation","DirectorBrief","2025-04-08T04:00:00Z","2025-04-08T18:00:00Z","None","0","0","0","0",,"The pilot’s failure to maintain directional control of the airplane during takeoff. Contributing to the accident was sun glare.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Light condition - Glare - Contributed to outcome",,"59.736660000000001","-153.92651000000001","DEHAVILLAND","BEAVER U-6A","AIR",,,"false","1","REC","NSCH","OWRK","091","Substantial","VMC","RAINBOW RIVER LODGE AVIATION LLC","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=194727","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/194727/pdf"
"ANC24LA064","ACC","194683","2024-07-12T17:00:00Z","Petersville","Alaska","United States",,"N535KT","1665-TB37","false","Aviation","DirectorBrief","2026-02-11T05:00:00Z","2026-02-11T18:00:00Z","None","0","0","0","0",,"An in-flight loss of thrust due to an uncommanded feathering of the propeller for reasons that could not be determined.","Aircraft - Aircraft propeller/rotor - Propeller system - Propeller controlling system - Unknown/Not determined",,"62.725682999999997","-150.79580000000001","DEHAVILLAND","DHC-2T","AIR",,,"false","1","TP","NSCH",,"135","Substantial","VMC","Rusts Flying Service","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=194683","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/194683/pdf"
